Prediction: 1, Probabilities: [0.43916667 0.56083333]
Prediction: 1, Probabilities: [0.09 0.91]
Prediction: 1, Probabilities: [0.37295238 0.62704762]
Prediction: 1, Probabilities: [0.02 0.98]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.07203571 0.92796429]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.00333333 0.99666667]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.07 0.93]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 0, Probabilities: [0.51428175 0.48571825]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.30108333 0.69891667]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.00666667 0.99333333]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.04833333 0.95166667]
Prediction: 0, Probabilities: [0.74 0.26]
Prediction: 1, Probabilities: [0.44969048 0.55030952]
Prediction: 1, Probabilities: [0.46945238 0.53054762]
Prediction: 1, Probabilities: [0.18700144 0.81299856]
Prediction: 0, Probabilities: [0.74 0.26]
Prediction: 1, Probabilities: [0.44333333 0.55666667]
Prediction: 1, Probabilities: [0.20316667 0.79683333]
Prediction: 1, Probabilities: [0.045 0.955]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.27 0.73]
Prediction: 1, Probabilities: [0.09 0.91]
Prediction: 0, Probabilities: [0.51966667 0.48033333]
Prediction: 1, Probabilities: [0.01 0.99]
Prediction: 0, Probabilities: [0.74333333 0.25666667]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.02333333 0.97666667]
Prediction: 1, Probabilities: [0.00875 0.99125]
Prediction: 1, Probabilities: [0.10816667 0.89183333]
Prediction: 1, Probabilities: [0.01 0.99]
Prediction: 1, Probabilities: [0.02083333 0.97916667]
Prediction: 1, Probabilities: [0.03 0.97]
Prediction: 0, Probabilities: [0.50895238 0.49104762]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.17742857 0.82257143]
Prediction: 1, Probabilities: [0.48016667 0.51983333]
Prediction: 1, Probabilities: [0.09 0.91]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.07 0.93]
Prediction: 1, Probabilities: [0.05 0.95]
Prediction: 1, Probabilities: [0.064 0.936]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 0, Probabilities: [0.85 0.15]
Prediction: 0, Probabilities: [0.85 0.15]
Prediction: 0, Probabilities: [0.81 0.19]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 0, Probabilities: [0.81 0.19]
Prediction: 1, Probabilities: [0.02 0.98]
Prediction: 1, Probabilities: [0.05 0.95]
Prediction: 1, Probabilities: [0.03 0.97]
Prediction: 1, Probabilities: [0.12 0.88]
Prediction: 0, Probabilities: [0.81 0.19]
Prediction: 0, Probabilities: [0.7555 0.2445]
Prediction: 1, Probabilities: [0.21 0.79]
Prediction: 0, Probabilities: [0.50666667 0.49333333]
Prediction: 1, Probabilities: [0.3075 0.6925]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.25 0.75]
Prediction: 1, Probabilities: [0.45475 0.54525]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.03 0.97]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.03 0.97]
Prediction: 1, Probabilities: [0.30623765 0.69376235]
Prediction: 1, Probabilities: [0.16783333 0.83216667]
Prediction: 0, Probabilities: [0.66046825 0.33953175]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.22 0.78]
Prediction: 1, Probabilities: [0.09116667 0.90883333]
Prediction: 1, Probabilities: [0.04 0.96]
Prediction: 1, Probabilities: [0.452 0.548]
Prediction: 1, Probabilities: [0.44716667 0.55283333]
Prediction: 1, Probabilities: [0.005 0.995]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.095 0.905]
Prediction: 1, Probabilities: [0.04333333 0.95666667]
Prediction: 1, Probabilities: [0.48644444 0.51355556]
Prediction: 1, Probabilities: [0.22 0.78]
Prediction: 1, Probabilities: [0.02625 0.97375]
Prediction: 1, Probabilities: [0.06 0.94]
Prediction: 1, Probabilities: [0.12 0.88]
Prediction: 1, Probabilities: [0.33 0.67]
Prediction: 1, Probabilities: [0.20316667 0.79683333]
Prediction: 1, Probabilities: [0.00833333 0.99166667]
Prediction: 1, Probabilities: [0.17333333 0.82666667]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.05 0.95]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.01 0.99]
Prediction: 1, Probabilities: [0.11 0.89]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.16666667 0.83333333]
Prediction: 1, Probabilities: [0.35975 0.64025]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.02666667 0.97333333]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 0, Probabilities: [0.64066667 0.35933333]
Prediction: 1, Probabilities: [0.17679906 0.82320094]
Prediction: 1, Probabilities: [0.1 0.9]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.01 0.99]
Prediction: 1, Probabilities: [0.06 0.94]
Prediction: 1, Probabilities: [0.01 0.99]
Prediction: 1, Probabilities: [0.2745 0.7255]
Prediction: 1, Probabilities: [0.23 0.77]
Prediction: 1, Probabilities: [0.32333333 0.67666667]
Prediction: 1, Probabilities: [0.02666667 0.97333333]
Prediction: 1, Probabilities: [0.16696032 0.83303968]
Prediction: 1, Probabilities: [0.22 0.78]
Prediction: 1, Probabilities: [0.16 0.84]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.35333333 0.64666667]
Prediction: 0, Probabilities: [0.62096032 0.37903968]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.02016667 0.97983333]
Prediction: 1, Probabilities: [0.06 0.94]
Prediction: 1, Probabilities: [0.00666667 0.99333333]
Prediction: 1, Probabilities: [0.17833333 0.82166667]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.298 0.702]
Prediction: 1, Probabilities: [0.09 0.91]
Prediction: 1, Probabilities: [0.07504762 0.92495238]
Prediction: 0, Probabilities: [0.61714286 0.38285714]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.09 0.91]
Prediction: 1, Probabilities: [0. 1.]
Prediction: 1, Probabilities: [0.29 0.71]
